일자,시간,제목,CODE
2021/06/15,14:56,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:54,1700조 ‘플라잉카’ 시장 누가 이끌까…대한항공·현대차 ‘UAM 사업’ 드라이브,'003490/005380/272210/012450
2021/06/15,14:52,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:49,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:44,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:40,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:37,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:34,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:31,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:27,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:18,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:13,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:10,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,14:02,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/15,10:30,제노코, 한화시스템과 30억 규모 JTDLS 개발 사업 계약,'361390/272210
2021/06/15,09:34,[공시]제노코, 한화시스템과 29.5억원 규모 공급계약,'272210/361390
2021/06/15,09:21,제노코, 한화시스템과 29.5억원 규모 공급계약,'361390/272210
2021/06/14,15:35,한화시스템, 주식등의 대량보유자 소유주식수 변동,'272210
2021/06/14,14:52,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/14,14:46,한화시스템, 주식등의 대량보유자 소유주식수 변동,'272210
2021/06/14,14:23,한화시스템, 임원ㆍ주요주주 특정증권등 소유주식수 변동,'272210
2021/06/14,14:03,“해양 인명구조 골든타임 사수하자” 한화시스템, 군집 수색 자율무인잠수정 개발 들어가,'272210
2021/06/14,13:14,한화시스템, 군집 수색 자율무인잠수정 개발 본격 착수,'272210
2021/06/14,12:52,"인명구조 골든타임 사수"… 한화시스템, 자율무인잠수정 개발 착수,'272210
2021/06/14,11:10,악천후에도 수중 탐색…한화, 해양 인명구조 ‘골든타임’ 잡는다,'272210
2021/06/14,11:09,한화시스템, 해양 인명구조 골든타임 사수…자율무인잠수정 개발,'272210
2021/06/14,10:31,한화시스템, 군집 수색 자율 무인잠수정 개발 본격 착수,'272210
2021/06/14,09:50,[배정철 이야기] 대우조선해양,GS칼텍스,한화시스템 외,'042660/272210
2021/06/14,09:11,한화시스템, '군집 수색 자율무인잠수정' 개발,'272210
2021/06/14,09:06,한화시스템, 군집 수색 자율무인잠수정 개발 본격 착수,'272210
2021/06/14,09:01,한화시스템, '군집 수색 자율무인 잠수정' 개발 착수,'272210
2021/06/14,08:26,한화시스템, ‘군집 수색 자율무인잠수정 개발’ 사업 착수,'272210
2021/06/11,15:48,한화시스템(주) 유상증자 또는 주식관련사채 등의 발행결과(자율공시),'272210
2021/06/11,15:00,3200억원 ‘근접방어무기체계’ 사업… ‘한화시스템 vs LIG넥스원’ 승자는,'272210/079550
2021/06/11,13:40,'평생 공짜' 카카오톡 종목추천, 매수가 매도가 알려준다,'006910/009520/032820/088800/272210
2021/06/11,08:22,Hanwha System Establishes UAM Corporation in California, USA,'272210
2021/06/10,20:50,한화시스템, 美서 도심항공 서비스법인 연내 설립,'272210
2021/06/10,20:00,한화시스템 “美 UAM 서비스 법인 설립 추진”,'272210
2021/06/10,18:27,한화시스템, 미국에 UAM 법인 설립,'272210
2021/06/10,18:19,한화시스템 "미국 캘리포니아에 UAM 서비스 법인 설립 추진",'272210
2021/06/10,17:29,오늘의 증시 일정 (6월 11일),'307750/272210/018000/096630/085910
2021/06/10,17:03,KTX처럼 시간·인원 예약해 탑승하는 ‘에어택시’… 여의도~강남을 5분만에,'272210/005380/017670/030200
2021/06/10,14:51,한화시스템 "연내 미국에 UAM 서비스 법인 설립" [스마트모빌리티 엑스포],'272210
2021/06/10,10:03,[리포트 브리핑]한화시스템, '자본조달 성공.앞으로 어떻게 사용하는지 지켜봅시다' 목표가 23,000원 - NH투자증권,'272210
2021/06/10,09:52,한화시스템, ‘SSME 2021’ 에어택시 체험형 전시,'272210
2021/06/10,09:33,"플라잉 카 청사진 공개"… SKT, '2021 서울스마트모빌리티엑스포' 참가,'017670/272210/005430
2021/06/10,09:22,NH투자證 "한화시스템, 방산ICT 부문 맑음...신사업이 변수",'272210/005940
2021/06/10,09:11,SKT, K-UAM 드림팀과 플라잉카 청사진 선보인다,'005430/017670/272210
2021/06/10,09:00,“VR 플라잉카로 코엑스까지” SKT, 도심항공교통 청사진 선보인다,'017670/272210
2021/06/10,08:34,한화시스템, 신주발행량 반영 목표주가 하향-NH證,'272210
2021/06/10,08:33,한화시스템(주) 유상증자 또는 주식관련사채 등의 청약결과(자율공시),'272210
2021/06/10,08:18,'오늘의 증시 리포트(6/10),'204320/253450/272210/321550/034730
2021/06/10,08:09,한화시스템, 1.2조 유증에 목표가  하향…자금사용처 관건-NH,'272210
2021/06/10,07:59,"한화시스템, 투자자 인식 변화가 주가 흐름 좌우…목표가↓"-NH,'272210
2021/06/10,07:44,한화시스템, 1조2000억 자금조달 성공…신주량 예상보다 많아 '목표가↓'-NH투자증권,'272210
2021/06/10,06:00,[지배구조 톺아보기] 김승연 회장 복귀 후 승계작업 시동거는 한화,'000880/012450/009830/088350/272210
2021/06/09,18:11,한화 방산계열사, ‘스마트 해군’ 비전 위한 첨단기술 공개,'000880/272210/012450
2021/06/09,16:54,한화 방산계열사, '국제 해양방위산업전'서 해군 첨단무기 대거 공개,'272210/012450
2021/06/09,16:00,한화, 2025년 고체연료 로켓 발사한다…민간기업 우주산업 진출 '활짝','000880/012450/047810/272210
2021/06/09,15:24,한화 방산 계열사, 'MADEX 2021' 참가...'스마트 해군' 위한 첨단 기술 공개,'272210/000880
2021/06/09,11:19,한화 방산 3사, '국제 해양방위산업전' 참여…'스마트 해군' 첨단 솔루션 선보여,'012450/272210
2021/06/09,10:49,한화 방산 계열사, '스마트 해군' 위한 첨단 기술 선보인다,'272210
2021/06/09,10:48,한화 방산 3사, 국제 해양방위산업전 참가…'스마트 해군' 첨단기술 선보여,'012450/272210
2021/06/09,10:37,한화 방산 3사, MADEX서 ‘스마트 해군’ 비전을 위한 첨단기술 선보인다,'000880/272210/012450
2021/06/09,08:30,수소·우주산업 이어 반도체 장비까지…김동관 중심축 '진격의 한화','000880/000885/009830/012450/272210
2021/06/08,17:47,오늘의 증시 메모[6월 9일],'005880/032800/148140/272210
2021/06/08,17:30,한화시스템, 서울스마트모빌리티엑스포 참가... 에어택시 실물모형 전시,'272210
2021/06/08,14:16,UAM 밸류체인 강화하는 한화…한화솔루션도 기체 소재 사업 추진,'009830/009835/272210
2021/06/08,12:38,"에어택시는 어떻게 운행할까?" 한화시스템, SSME 2021서 실물모형 공개,'272210
2021/06/08,11:59,한화시스템, SSME 참가… “에어택시 체험형 전시 선보인다”,'272210
2021/06/08,11:26,한화시스템, 美 오버에어와 공동개발 중인 에어택시 실물 전시···‘서비스·인프라 체험’,'272210
2021/06/08,10:59,한화시스템, SSME 2021 참가…"에어택시 실물모형 전시",'272210
2021/06/08,10:49,한화시스템, 서울 모빌리티 엑스포서 에어택시 미래 전시,'000880/272210
2021/06/08,10:10,한화시스템, '도심 에어택시' 실물모형 공개한다,'272210
2021/06/08,10:04,한화시스템, 서울스마트모빌리티엑스포서 에어택시 실물모형 전시,'272210
2021/06/08,09:51,모든 열을 잡아낸다 ‘퀀텀레드’,'272210
2021/06/08,09:48,함정 전투체계의 산 역사가 숨쉬는 곳,'272210
2021/06/08,09:22,한화시스템, ‘SSME 2021’ 참가…에어택시 기술 전시,'272210
2021/06/08,01:20,[마켓인사이트] 한화시스템, 1.1조 유상증자 성공,'272210/012450
2021/06/07,12:01,"국산 장비로 독도 지킨다"...한화시스템, 세계 최고 해상도 CCTV 설치,'272210
2021/06/07,08:30,개장전★주요이슈 점검,'005930/000660/005380/012330/272210
2021/06/07,08:14,한화시스템(주) 유상증자 또는 주식관련사채 등의 청약결과(자율공시),'272210
2021/06/07,06:04,수소·우주 향해 진격…한화, 미래 사업 가속페달,'000880/009830/086280/012450/272210
2021/06/04,08:31,【야호스탁 연 2.99%】 추가 자금 활용하여 상승 종목 매입해볼까?,'170920/032300/150900/272210/000545
2021/06/03,17:34,켄코아, 군용기 IFF 항공정비사업 수주… 42억 규모,'274090/272210
2021/06/03,17:07,[종목상담] 한화시스템(272210),'272210
2021/06/03,16:50,한화 방산3사 임직원, 호국보훈의 달 맞아 현충원 참배,'000880/272210
2021/06/03,14:00,한화 방산3사, 호국보훈의 달 맞아 현충원 참배,'000880/272210
2021/06/03,10:20,켄코아에어로스페이스, 42억원 규모 피아식별장비 관련 공급계약,'274090/272210
2021/06/03,10:11,한화 방산3사, '호국보훈의 달' 서울 현충원 합동 참배,'000880/000885/272210
2021/06/03,09:11,[게시판] 한화 방산 3사, 호국보훈의 달 기념해 현충원 참배,'272210
2021/06/03,08:30,NH투자증권 “우주개발테마 유망…한화시스템ㆍLIG넥스원 주목”,'079550/272210
2021/06/02,15:53,한화시스템, 진도 軍 장병에 '언택트 진로 멘토링','000880/272210
2021/06/02,10:14,[게시판] 한화시스템, 육군 31사단 장병에 언택트 진로 멘토링,'272210
2021/06/02,10:08,한화시스템, 진도대대 장병들에게 ‘진로 상담’ 프로그램 제공,'272210
2021/06/02,10:06,한화시스템, 도서지역 軍 장병에 '언택트 진로 멘토링','272210
2021/06/02,10:02,한화시스템, 도서지역 군장병에 '언택트 진로 멘토링','272210
2021/06/02,09:50,한화시스템, 도서지역 軍장병에 ‘언택트 진로 멘토링','272210
2021/06/02,09:50,“주식카톡방 완전무료 선언” 파격결정,'272210/013700/099410/039420/009150
2021/06/02,09:40,한화시스템, 도서지역 군장병에 '언택트 진로 멘토링','272210
2021/06/02,09:35,한화시스템, 도서지역 군 장병 50명 대상 '언택트 진로 멘토링','272210
2021/06/01,13:46,<유>대원전선, 상한가 진입.. +30.00% ↑,'006340/006345/019490/272210
2021/06/01,10:22,'[장중수급포착] 한화시스템, 외국인/기관 동시 순매수… 주가 +2.89%,'272210
2021/06/01,10:16,한화시스템(272210)  소폭 상승세 +3.17%, 외국계 매수 유입, 5거래일만에 반등,'272210
2021/06/01,08:51,드론 잡는 '레이저 무기' 국산화 속도…한화 "한국형 스타워즈 무기 개발할 것",'000880/272210/012450
2021/06/01,08:31,한화시스템, 유상증자 확정발행가액 1만4750원,'272210
2021/06/01,08:26,한화시스템(주) 유상증자 신주발행가액(안내공시),'272210
2021/06/01,08:12,한화시스템(주) (정정)유상증자결정,'272210
2021/06/01,08:01,31일 코스피 시장 공매도 수량 상위 종목.?두산중공업, 삼성중공업 등,'034020/010140/011200/042670/272210
2021/06/01,08:00,31일 코스피 시장 공매도 비중 상위 종목.?넷마블, 포스코케미칼 등,'251270/003670/272210/042660/002350
2021/05/31,18:52,“사거리 족쇄 풀렸다” ...방산업계 '한국판 스페이스X' 준비에 분주,'000880/012450/047810/079550/272210
2021/05/31,15:45,한화시스템(주) 기업지배구조 보고서 공시,'272210
2021/05/31,14:43,한화 김동관 "탄소 절감, 수소 혼소(混燒) 발전 기술로",'009830/000880/272210
2021/05/31,10:29,[매매의 기술] 에어택시, 새로운 교통수단 'UAM' 주목!,'052690/034020/094360/087260/272210
2021/05/27,14:19,한화그룹, ESG위원회 신설…각 계열사 경영 지원·자문 역할,'000880/272210/009830
2021/05/27,13:34,“기체는 ok, 이젠 인프라다” 한화시스템, 도심공항 사업 본격화,'272210
2021/05/27,09:44,한화시스템, 英 도심공항 구축업체와 '에어택시' 인프라 개발 업무협약,'272210
2021/05/27,09:30,"에어택시, 서울 하늘 난다" 한화시스템, 도심공항 사업 본격화,'272210
2021/05/27,09:10,한화시스템, 英 스카이포츠와 에어택시용 도심공항 사업 협력,'000880/272210
2021/05/27,09:02,한화시스템, 영국 도심항공 기업 스카이포츠와 기술협력 '맞손','272210
2021/05/27,09:01,한화시스템, 영국 기업과 도심공항 사업 본격 진출,'272210
2021/05/27,08:53,한화시스템, UAM 전문기업 스카이포츠와 에어택시 기술협력 MOU,'272210
2021/05/27,08:41,"서울 에어택시 한발짝 더"…한화시스템, 도심공항 사업 본격화,'272210
2021/05/27,08:36,한화시스템, 英 UAM 기업 스카이포츠와 도심공항 기술 협력 '맞손','272210
2021/05/27,08:20,“에어택시, 꿈이 아닌 현실로”..한화시스템, 도심공항 사업 본격화,'272210
2021/05/27,08:00,<mRNA가 또??> 화이자, 모더나, AZ보다는 mRNA가 대세!!,'102460/024110/272210/030200/005690
2021/05/26,16:57,[팩트체크]우주항공주 연일 강세…관련주·실적 현황은?,'012450/047810/079550/272210
2021/05/26,15:41,‘달에서 희토류 발굴?’ 한미 정상회담 결과에 들썩이는 원전·우주항공주,'012450/272210/015760/211270/099320
2021/05/26,13:24,휴니드, 한화시스템과 79억 규모 ‘Link-16 연동장비’ 공급계약,'005870/272210
2021/05/26,10:06,'[전일/금일 특징주],'012450/237690/272210
2021/05/26,03:28,'플라잉카' 올라탄 한화시스템, 유상증자 흥행 예고,'012450/272210
2021/05/25,16:51,한화시스템, 美 안테나 기업에 330억원 투자,'272210
2021/05/25,16:46,한화시스템, 美 위성 안테나 기업에 330억원 투자,'272210
2021/05/25,16:08,한화시스템, 미 위성 안테나업체에 330억원 투자,'012450/272210
2021/05/25,15:41,미사일 제한 해제에 우주항공주 날았다,'012450/079550/024740/042370/272210
2021/05/25,15:34,‘미사일 지침’ 해제에 웃는 방산업계… 中·러 있어 당장 개발은 힘들듯,'079550/000880/012450/272210/047810
2021/05/25,15:24,한화시스템, 미국 위성 안테나 기업에 330억 원 투자,'272210
2021/05/25,14:55,한화시스템, 美 카이메타 투자 확정…위성 안테나 개발사업 속도,'272210
2021/05/25,14:31,한화시스템, 美 위성 안테나 기업에 330억원 투자,'272210
2021/05/25,14:30,보복소비에 기저효과까지! 패션주에서 기회 찾았다면,'272210/082920/047040/002990/126600
2021/05/25,14:16,한화시스템 "위성 안테나 기업 카이메타 투자, 미국 승인받아",'272210
2021/05/25,14:14,한화시스템, 미국 위성 안테나 기업에 330억원 투자,'272210
2021/05/25,14:05,한화시스템, 美위성 안테나업체 카이메타에 330억 투자,'272210
2021/05/25,14:00,美 CFIUS, 한화시스템의 카이메타 330억원 투자 승인,'272210
2021/05/25,13:53,한화시스템, 美 위성 안테나 기업에 330억 투자,'272210
2021/05/25,13:49,한화시스템, 美위성 안테나 기업 카이메타에 330억원 투자 완료,'272210
